,imdb_id,imdb_name,imdb_year,movie_name,release_year
1077,tt0126810,Bedrooms and Hallways,1998,Bedrooms and Hallways,1998
1078,tt0359013,Blade: Trinity,2004,Blade: Trinity,2004
1079,tt0119539,Lilla Jönssonligan på styva linan,1997,Lilla Jönssonligan på styva linan,1997
1080,tt1410051,Retreat,2011,Retreat,2011
1081,tt0119094,Face/Off,1997,Face/Off,1997
1082,tt0061052,The Swinger,1966,The Swinger,1966
1083,tt0082272,Docteur Jekyll et les femmes,1981,Docteur Jekyll et les femmes,1981
1084,tt0134618,"Mystery, Alaska",1999,"Mystery, Alaska",1999
1085,tt1059778,The Bodybuilder and I,2007,The Bodybuilder and I,2007
1086,tt0131369,EDtv,1999,EdTV,1999
1087,tt0072756,Cage Without a Key,1975,Cage Without a Key,1975
1088,tt0270299,Daku Hasina,1987,Daku Hasina,1987
1089,tt1522133,Angshumaner Chhobi,2009,Angshumaner Chhobi,2009
1090,tt2268746,Oh Schucks ..... It's Schuster!,1989,Oh Schucks...It's Schuster!,1989
1091,tt1125849,The Wrestler,2008,The Wrestler,2008
1092,tt0285492,Cube 2: Hypercube,2002,Cube 2: Hypercube,2002
1093,tt1221133,EMI: Liya Hai To Chukana Padega,2008,EMI - Liya Hai Toh Chukana Parega,2008
1094,tt1307897,Turn the Beat Around,2010,Turn the Beat Around,2010
1095,tt1740033,The Book of Masters,2009,The Book of Masters,2009
1096,tt1838630,Punyam Aham,2010,Punyam Aham,2010
1097,tt1517645,Certain Chapters,2009,Certain Chapters,2008
1098,tt0064963,The Set,1970,The Set,1970
1099,tt2179888,Ndoto Za Elibidi,2010,Ndoto Za Elibidi,2010
1100,tt0452643,Love and Other Disasters,2006,Love and Other Disasters,2006
1101,tt0055811,The Broken Land,1962,The Broken Land,1962
1102,tt1300159,Growth,2010,Growth,2009
1103,tt1397492,Well Done Abba!,2009,Well Done Abba,2009
1104,tt0825279,20 Years After,2008,20 Years After,2008
1105,tt0225029,Aflatoon,1997,Aflatoon,1997
1106,tt0119225,Gridlock'd,1997,Gridlock'd,1997
1107,tt1720258,The Darkness Within,2009,The Darkness Within,2009
1108,tt0076266,A Killing Affair,1977,A Killing Affair,1977
1109,tt0055518,Teseo contro il minotauro,1960,"Minotaur, the Wild Beast of Crete",1960
1110,tt0069421,Il tuo vizio è una stanza chiusa e solo io ne ho la chiave,1972,Your Vice Is a Locked Room and Only I Have the Key,1972
1111,tt1236382,When I Met U,2009,When I Met U,2009
1112,tt0316465,Mitt navn er Radio,2003,Radio,2003
1113,tt1334573,Moby Dick,2011,Moby Dick,2010
1114,tt0353014,Wonderful Days,2003,Wonderful Days,2003
1115,tt0083590,The Atomic Cafe,1982,The Atomic Café,1982
1116,tt0374848,Main Madhuri Dixit Banna Chahti Hoon!,2003,Main Madhuri Dixit Banna Chahti Hoon,2003
1117,tt1418749,Takkar,2008,Takkar,2008
1118,tt0093067,Gaby: A True Story,1987,Gaby: A True Story,1987
1119,tt0096223,Tapeheads,1988,Tapeheads,1988
1120,tt0485851,The Air I Breathe,2007,The Air I Breathe,2007
1121,tt0373400,"Triads, Yardies & Onion Bhajees!",2003,"Triads, Yardies and Onion Bhajees",2003
1122,tt0370242,32A,2007,32A,2007
1123,tt0120391,TwentyFourSeven,1997,Twenty Four Seven,1997
1124,tt0829424,Evil Bong,2006,Evil Bong,2006
1125,tt0100791,To Sleep with Anger,1990,To Sleep With Anger,1990
1126,tt0155487,Amaram,1991,Amaram,1991
1127,tt0270288,Confessions of a Dangerous Mind,2002,Confessions of a Dangerous Mind,2002
1128,tt1646981,The Off Hours,2011,The Off Hours,2011
1129,tt0102985,Stop at Nothing,1991,Stop at Nothing,1991
1130,tt1056467,Dying God,2008,Dying God,2008
1131,tt0260107,Jeevan Dhaara,1982,Jeevan Dhaara,1982
1132,tt0192671,That Championship Season,1999,That Championship Season,1999
1133,tt1629705,Blackthorn,2011,Blackthorn,2011
1134,tt0338139,Iron Jawed Angels,2004,Iron Jawed Angels,2004
1135,tt1539491,Bale Pandiya,2010,Bale Pandiya,2010
1136,tt0059771,A Swingin' Summer,1965,A Swingin' Summer,1965
1137,tt0102690,Popcorn,1991,Popcorn,1991
1138,tt0210943,Relative Values,2000,Relative Values,2000
1139,tt0810784,Bright Star,2009,Bright Star,2009
1140,tt0299020,The Making of 'The Iron Giant',2000,The Iron Giant,1999
1141,tt0848587,Halloween Night,2006,Halloween Night,2006
1142,tt0175564,Dharkan,1972,Dharkan,1972
1143,tt0841032,The Perfect Holiday,2007,The Perfect Holiday,2007
1144,tt1601813,Brahmanandam Drama Company,2008,Brahmanandam Drama Company,2008
1145,tt0282659,King of Texas,2002,King of Texas,2002
1146,tt0377321,Aasai,1995,Aasai,1995
1147,tt0094962,The Dead Next Door,1989,The Dead Next Door,1988
1148,tt2096563,Original Certified Copy,2011,Certified Copy,2010
1149,tt0368969,Shubho Mahurat,2003,Shubho Mahurat,2003
1150,tt1278153,War Wolves,2009,War Wolves,2009
1151,tt0106725,Dil Tera Aashiq,1993,Dil Tera Aashiq,1993
1152,tt1478325,Malibu Shark Attack,2009,Malibu Shark Attack,2009
1153,tt0760233,Caillou's Holiday Movie,2003,Caillou's Holiday Movie,2003
1154,tt0065528,Catch-22,1970,Catch-22,1970
1155,tt0272018,Call Me Claus,2001,Call Me Claus,2001
1156,tt4323928,Aattanayagann,2010,Aattanayagan,2010
1157,tt0080752,Forbidden Zone,1980,Forbidden Zone,1980
1158,tt1042499,Filth and Wisdom,2008,Filth and Wisdom,2008
1159,tt0303021,El segundo nombre,2002,Second Name,2002
1160,tt1331126,Victoria Day,2009,Victoria Day,2009
1161,tt0063655,Submarine X-1,1968,Submarine X-1,1969
1162,tt0289845,Aks,2001,Aks,2001
1163,tt1586261,Paranormal Entity,2009,Paranormal Entity,2009
1164,tt0217904,Zombie! vs. Mardi Gras,1999,Zombie! vs. Mardi Gras,1999
1165,tt0380215,Bereft,2004,Bereft,2004
1166,tt0103982,Cold Heaven,1991,Cold Heaven,1991
1167,tt0444672,Moving McAllister,2007,Moving McAllister,2007
1168,tt0426581,Spookley the Square Pumpkin,2005,Spookley the Square Pumpkin,2004
1169,tt0227173,"Olive, the Other Reindeer",1999,"Olive, the Other Reindeer",1999
1170,tt0402336,The Last Ride,2004,The Last Ride,2004
1171,tt0108447,The Unnamable II: The Statement of Randolph Carter,1992,The Unnamable II: The Statement of Randolph Carter,1993
1172,tt0382806,Look Both Ways,2005,Look Both Ways,2005
1173,tt0093978,A Chinese Ghost Story,1987,A Chinese Ghost Story II,1990
1174,tt1124388,Play the Game,2009,Play the Game,2009
1175,tt0407814,Full Grown Men,2006,Full Grown Men,2006
1176,tt1073498,Meet the Spartans,2008,Meet the Spartans,2008
1177,tt0057985,The Curse of the Living Corpse,1964,The Curse of the Living Corpse,1963
1178,tt0078914,Bugs Bunny's Christmas Carol,1979,Bugs Bunny's Christmas Carol,1979
1179,tt0485514,My Backyard Was a Mountain,2005,My Backyard Was A Mountain,2005
1180,tt0121624,Palo y hueso,1968,Palo y hueso,1968
1181,tt27286132,Wallace and Gromit: The Wrong Trousers,1993,The Wrong Trousers,1993
1182,tt0341569,Self Medicated,2005,Self Medicated,2007
1183,tt0107076,Hard Target,1993,Hard Target,1993
1184,tt0068284,Blacula,1972,Blacula,1972
1185,tt1192628,Rango,2011,Rango,2011
1186,tt0216292,Too Much Sex,1999,Too Much Sex,2000
1187,tt1730133,Qualquer Gato Vira-Lata,2011,Qualquer Gato Vira-Lata,2011
1188,tt0341563,Sawan Bhadon,1970,Sawan Bhadon,1970
1189,tt0386588,Hitch,2005,Hitch,2005
1190,tt1361504,50 Years! Of Love?,2008,50 Years! Of Love?,2008
1191,tt1056478,Radiopiratene,2007,The Radio Pirates,2007
1192,tt0057307,Mikres Afrodites,1963,Mikres Aphrodites,1963
1193,tt0204137,Animal Factory,2000,Animal Factory,2000
1194,tt0156923,Raat Aur Din,1967,Raat Aur Din,1967
1195,tt0068281,Black Gunn,1972,Black Gunn,1972
1196,tt0431405,Sleeping Dogs Lie,2005,Sleeping Dogs Lie,2005
1197,tt0100095,Maine Pyar Kiya,1989,Maine Pyar Kiya,1989
1198,tt0756703,Feel the Noise,2007,Feel the Noise,2007
1199,tt0087837,Old Enough,1984,Old Enough,1984
1200,tt0313737,Two Weeks Notice,2002,Two Weeks Notice,2002
1201,tt0083844,Don't Go to Sleep,1982,Don't Go to Sleep,1982
1202,tt0400218,Beatrice Wood: Mama of Dada,1994,Beatrice Wood: Mama of Dada,1993
1203,tt0158011,Trance,1998,Trance,1999
1204,tt0262801,Swarg Narak,1978,Swarg Narak,1978
1205,tt0064193,Crossplot,1969,Crossplot,1969
1206,tt0119018,Drawing Down the Moon,1997,Drawing Down the Moon,1997
1207,tt0328395,Seerivarum Kaalai,2001,Seerivarum Kaalai,2001
1208,tt0945314,Amelia and Michael,2007,Amelia and Michael,2007
1209,tt0270393,Groom Lake,2002,Groom Lake,2002
1210,tt0068315,Brian's Song,1971,Brian's Song,1971
1211,tt1085491,Postales de Leningrado,2007,Postcards from Leningrad,2007
1212,tt0114594,Swimming with Sharks,1994,Swimming with Sharks,1994
1213,tt1069238,Departures,2008,Departures,2008
1214,tt0880571,Monks - The Transatlantic Feedback,2006,Monks: The Transatlantic Feedback,2006
1215,tt0091818,Radioactive Dreams,1984,Radioactive Dreams,1985
1216,tt0091123,GoBots: Battle of the Rock Lords,1986,GoBots: Battle of the Rock Lords,1986
1217,tt0475380,Scenes of a Sexual Nature,2006,Scenes of a Sexual Nature,2006
1218,tt1482393,Beverly Hills Chihuahua 2,2011,Beverly Hills Chihuahua 2,2011
1219,tt0061611,Eat Your Makeup,1968,Eat Your Makeup,1968
1220,tt0100201,Mr. Destiny,1990,Mr. Destiny,1990
1221,tt1047606,Daughters of Darkness: Playing the Victim,2006,Playing the Victim,2006
1222,tt0077294,Capricorn One,1977,Capricorn One,1977
1223,tt0154749,Kudrat,1981,Kudrat,1981
1224,tt0160399,Impostor,2001,Impostor,2001
1225,tt0886531,Shades of Ray,2008,Shades of Ray,2008
1226,tt0199626,In the Cut,2003,In the Cut,2003
1227,tt0185014,Wonder Boys,2000,Wonder Boys,2000
1228,tt0206507,"Shake, Rattle and Roll: An American Love Story",1999,"Shake, Rattle and Roll: An American Love Story",1999
1229,tt1863334,Nadakame Ulakam,2011,Nadakame Ulakam,2011
1230,tt1849718,Agneepath,2012,Agneepath,2011
1231,tt0267548,Haseena Maan Jaayegi,1999,Haseena Maan Jaayegi,1999
1232,tt1555901,Ang darling kong aswang,2009,Ang Darling Kong Aswang,2009
1233,tt0265208,The Girl Next Door,2004,Next Door,2005
1234,tt0402901,The Cave,2005,The Cave,2005
1235,tt1422032,También la lluvia,2010,Even the Rain,2010
1236,tt0192198,Kandan Karunai,1967,Kandan Karunai,1967
1237,tt0246145,Patnam Vachchina Pativrathalu,1982,Patnam Vachina Pativrathalu,1982
1238,tt1555064,Country Strong,2010,Country Strong,2010
1239,tt0395565,Gracie's Choice,2004,Gracie's Choice,2004
1240,tt0255097,Deewane,2000,Deewane,2000
1241,tt0306685,Cradle 2 the Grave,2003,Cradle 2 the Grave,2003
1242,tt0445922,Across the Universe,2007,Across the Universe,2007
1243,tt0963794,The Ruins,2008,The Ruins,2008
1244,tt0106600,Confessions of a Sorority Girl,1994,Confessions of a Sorority Girl,1994
1245,tt1397280,Taken 2,2012,Taken 2,2012
1246,tt0106220,Addams Family Values,1993,Addams Family Values,1993
1247,tt0170400,Pinktails for Two,1978,Pinktails for Two,1978
1248,tt0079444,The Last of the Knucklemen,1979,The Last of the Knucklemen,1979
1249,tt1298643,Closed for the Season,2010,Closed for the Season,2010
1250,tt0166195,Foolish,1999,Foolish,1999
1251,tt0449306,Lucky: No Time for Love,2005,Lucky: No Time for Love,2005
1252,tt0115994,Curdled,1996,Curdled,1996
1253,tt0081499,The Young Master,1980,The Young Master,1980
1254,tt0494953,Gunahon Ka Devta,1990,Gunahon Ka Devta,1990
1255,tt0058691,The Truth About Spring,1965,The Truth About Spring,1965
1256,tt0072937,Encounter with the Unknown,1972,Encounter with the Unknown,1973
1257,tt0064451,A Touch of Zen,1971,A Touch of Zen,1969
1258,tt0117119,My Fellow Americans,1996,My Fellow Americans,1996
1259,tt1873591,Oru Naal Varum,2010,Oru Naal Varum,2010
1260,tt0340855,Monster,2003,Monster,2003
1261,tt1210071,The Janky Promoters,2009,Janky Promoters,2009
1262,tt0106400,The Beverly Hillbillies,1993,The Beverly Hillbillies,1993
1263,tt1340418,An American Girl: Chrissa Stands Strong,2009,An American Girl: Chrissa Stands Strong,2009
1264,tt0155938,Palangal,1981,Palangal,1981
1265,tt0110089,I Don't Hate Las Vegas Anymore,1994,I Don't Hate Las Vegas Anymore,1994
1266,tt0119574,Love and Death on Long Island,1997,Love and Death on Long Island,1997
1267,tt0107103,Hercules Returns,1993,Hercules Returns,1993
1268,tt0198386,The Crew,2000,The Crew,2000
1269,tt0292142,Naaduvazhikal,1989,Naduvazhikal,1989
1270,tt0077681,The Hills Have Eyes,1977,The Hills Have Eyes,1977
1271,tt1000707,Electrical Skeletal,2007,Electrical Skeletal,2007
1272,tt0155227,Swarag Se Sunder,1986,Swarg Se Sundar,1986
1273,tt1331307,Dread,2009,Dread,2009
1274,tt0099939,King of New York,1990,King of New York,1990
1275,tt0350374,Zwarte zwanen,2005,Zwarte Zwanen,2005
1276,tt0174903,Marked for Death,1987,Marked for Death,1990
1277,tt1671474,Mummy & Me,2010,Mummy & Me,2010
1278,tt0195644,"Dick Deadeye, or Duty Done",1975,"Dick Deadeye, or Duty Done",1975
1279,tt1700808,Fast Girls,2012,Fast Girls,2012
1280,tt0150377,Double Jeopardy,1999,Double Jeopardy,1999
1281,tt0968261,Cedie,1996,Cedie,1996
1282,tt0099316,Crazy People,1990,Crazy People,1990
1283,tt1059773,The Adventures of Food Boy,2008,The Adventures of Food Boy,2008
1284,tt0098696,Your Mother Wears Combat Boots,1989,Your Mother Wears Combat Boots,1989
1285,tt0481513,Dr. Dolittle 3,2006,Dr. Dolittle 3,2006
1286,tt0190611,Pantaleón y las visitadoras,1999,Captain Pantoja and the Special Services,2000
1287,tt1331298,Booky's Crush,2009,Booky's Crush,2009
1288,tt0422133,Douches froides,2005,Cold Showers,2005
1289,tt0970866,Verre enn verst - Little Fockers,2010,Little Fockers,2010
1290,tt0293478,St. John's Wort,2001,St. John's Wort,2001
1291,tt0213753,Kadhalar Dinam,1999,Kadhalar Dhinam,1999
1292,tt0833557,Visioneers,2008,Visioneers,2008
1293,tt0072860,Deewaar,1975,Deewar,1975
1294,tt0392789,Spectres,2004,Spectres,2005
1295,tt0461695,Oil Storm,2005,Oil Storm,2005
1296,tt0480765,The Making of 'The Motorcycle Diaries',2004,The Motorcycle Diaries,2004
1297,tt0272606,Jett Jackson: The Movie,2001,Jett Jackson: The Movie,2001
1298,tt0100140,Mermaids - Hvordan selge sko til en havfrue,1990,Mermaids,1990
1299,tt0283877,American Psycho 2,2002,American Psycho 2,2002
1300,tt0098273,Sea of Love,1989,Sea of Love,1989
1301,tt0436971,Why We Fight,2005,Why We Fight,2005
1302,tt1682180,Stoker,2013,Stoker,2012
1303,tt0078492,The Wild Geese,1978,Wild Geese,1978
1304,tt0056932,Chili Weather,1963,Chili Weather,1963
1305,tt1381508,Jack Falls,2011,Jack Falls,2011
1306,tt0088915,A Chorus Line,1985,A Chorus Line,1985
1307,tt0983909,Real Time,2008,Real Time,2008
1308,tt0054768,Creature from the Haunted Sea,1961,Creature from the Haunted Sea,1961
1309,tt0452694,The Time Traveler's Wife,2009,The Time Traveler's Wife,2009
1310,tt0202641,Two Family House,2000,Two Family House,2002
1311,tt0117923,To Face Her Past,1996,To Face Her Past,1996
1312,tt0808285,The Good Heart,2009,The Good Heart,2010
1313,tt12828580,Senior Mandrake,2010,Senior Mandrake,2010
1314,tt0120738,Lost in Space,1998,Lost in Space,1998
1315,tt0119086,Excess Baggage,1997,Excess Baggage,1997
1316,tt0071110,Katastrofealarm - Airport 1975,1974,Airport 1975,1974
1317,tt0240708,Malamukalilae Daivum,1983,Malamukalile Daivam,1983
1318,tt1070881,Video Clip,2007,Video Clip,2007
1319,tt1314269,Applaus,2009,Applause,2009
1320,tt1783234,40 Point Plan,2012,40 Point Plan,2012
1321,tt0486569,Sasquatch Mountain,2006,Sasquatch Mountain,2006
1322,tt0062893,Dillinger è morto,1969,Dillinger Is Dead,1969
1323,tt0156413,The Clown at Midnight,1998,The Clown at Midnight,1999
1324,tt0055035,Junglee,1961,Junglee,1961
1325,tt0104541,The Jacksons: An American Dream,1992,American Dream,1990
1326,tt0097202,The Killer,1989,The Killer,1989
1327,tt0408120,Príbehy obycejného sílenství,2005,Wrong Side Up,2004
1328,tt0093315,Jocks,1986,Jocks,1987
1329,tt0090057,Spookies,1986,Spookies,1986
1330,tt0800268,Wieners,2008,Wieners,2008
1331,tt0225944,Histórias Que Nossas Babás Não Contavam,1979,Histórias Que Nossas Babás Não Contavam,1979
1332,tt0317676,House of the Dead,2003,House of the Dead,2003
1333,tt0106450,Body Melt,1993,Body Melt,1993
1334,tt1409116,Nater Guru,2003,Nater Guru,2003
1335,tt1606319,Prematho Raa,2001,Prematho Raa,2001
1336,tt0102005,Harley Davidson and the Marlboro Man,1991,Harley Davidson and the Marlboro Man,1991
1337,tt0069029,The Blood Spattered Bride,1972,The Blood Spattered Bride,1974
1338,tt0102984,Stone Cold,1991,Stone Cold,1991
1339,tt0380066,The Woods,2006,The Woods,2006
1340,tt0072653,The Apple Dumpling Gang,1975,The Apple Dumpling Gang,1975
1341,tt0821638,Bury My Heart at Wounded Knee,2007,Bury My Heart at Wounded Knee,2007
1342,tt29538525,Star Wars Episode II: Attack of the Clones,2005,Star Wars Episode II: Attack of the Clones,2002
1343,tt0271591,Kandu Kandarinju,1985,Kandu Kandarinju,1985
1344,tt0145783,Forever Love,1998,Forever Love,1998
1345,tt0275773,Versus,2000,Versus,2000
1346,tt1131732,Flying By,2009,Flying By,2008
1347,tt1028576,Secretariat,2010,Secretariat,2010
1348,tt0114787,Undergrunn,1995,Underground,1995
1349,tt1334456,Ice Twisters,2009,Ice Twisters,2009
1350,tt0299956,La habitación azul,2002,La Habitación Azul,2002
1351,tt0061499,Come rubammo la bomba atomica,1967,Come rubammo la bomba atomica,1967
1352,tt0353042,DC 9/11: Time of Crisis,2003,DC 9/11: Time of Crisis,2003
1353,tt1284575,Bad Teacher,2011,Bad Teacher,2011
1354,tt0449059,Little Miss Sunshine,2006,Little Miss Sunshine,2006
1355,tt1675192,Take Shelter,2011,Take Shelter,2011
1356,tt1225822,Extract,2009,Extract,2009
1357,tt0057336,Muriel,1963,Muriel ou Le temps d'un retour,1963
1358,tt0122951,Any Mother's Son,1997,Any Mother's Son,1997
1359,tt0104558,Police Story 3: Supercop,1992,Police Story 3: Super Cop,1992
1360,tt0256951,Nadiya Ke Paar,1982,Nadiya Ke Paar,1982
1361,tt0062897,Diwana,1967,Diwana,1968
1362,tt0454224,Penny Dreadful,2006,Penny Dreadful,2006
1363,tt0071730,Kunwara Baap,1974,Kunwara Baap,1974
1364,tt0840361,The Town,2010,The Town,2010
1365,tt0210934,Quisiera ser hombre,1988,Quisiera Ser Hombre,1988
1366,tt0215028,Panchagni,1986,Panchagni,1986
1367,tt0415306,Talladega Nights,2006,Talladega Nights: The Ballad of Ricky Bobby,2006
1368,tt0230623,Parinayam,1994,Parinayam,1994
1369,tt0120788,Permanent Midnight,1998,Permanent Midnight,1998
1370,tt1582641,Jhummandi Naadam,2010,Jhummandi Nadam,2010
1371,tt6811792,Howards End: Featurette,1992,Howards End,1992
1372,tt0374021,A Man's Gotta Do,2004,A Man's Gotta Do,2004
1373,tt1282015,2081,2009,2081,2009
1374,tt1821478,Kaavalan,2011,Kaavalan,2011
1375,tt0118526,...First Do No Harm,1997,...First Do No Harm,1997
1376,tt1652287,35 and Ticking,2011,35 and Ticking,2011
1377,tt0059599,Pinkfinger,1965,Pinkfinger,1965
1378,tt0287537,Love Ke Liye Kuch Bhi Karega,2001,Love Ke Liye Kuchh Bhi Karega,2001
1379,tt0940641,143,2004,143,2004
1380,tt2393707,Aparajita Tumi,2012,Aparajita Tumi,2012
1381,tt0120789,Pleasantville,1998,Pleasantville,1998
1382,tt0068309,Boxcar Bertha,1972,Boxcar Bertha,1972
1383,tt0490831,The Care Bears Battle the Freeze Machine,1984,The Care Bears Battle the Freeze Machine,1984
1384,tt0481536,Harold & Kumar Escape from Guantanamo Bay,2008,Harold & Kumar Escape from Guantanamo Bay,2008
1385,tt0288144,Offending Angels,2000,Offending Angels,2000
1386,tt0096421,Si Buta Lawan Jaka Sembung,1983,Si Buta Lawan Jaka Sembung,1983
1387,tt0206420,Woman on Top,2000,Woman on Top,2000
1388,tt1326869,Stuck Like Chuck,2009,Stuck Like Chuck,2009
1389,tt0803044,NWF Kids Pro Wrestling: The Untold Story,2005,NWF Kids Pro Wrestling: The Untold Story,2005
1390,tt0111549,Uncovered,1994,Uncovered,1994
1391,tt1194612,Into Eternity: A Film for the Future,2010,Into Eternity,2010
1392,tt0112643,Castle Freak,1995,Castle Freak,1995
1393,tt1966496,Kedi,2006,Kedi,2006
1394,tt0490499,The Tiger's Tail,2006,The Tiger's Tail,2006
1395,tt0067917,Up the Chastity Belt,1972,Up the Chastity Belt,1971
1396,tt0120767,The Naked Man,1999,The Naked Man,1998
1397,tt0948535,Faubourg 36,2008,Paris 36,2008
1398,tt0111271,Squanto: A Warrior's Tale,1994,Squanto: A Warrior's Tale,1994
1399,tt0098575,Valmont,1989,Valmont,1989
1400,tt2326758,Kadhalil Vizhunthen,2008,Kadhalil Vizhunthen,2008
1401,tt0814759,Parc,2008,Parc,2008
1402,tt0475293,High School Musical,2006,High School Musical,2006
1403,tt0118747,Blues Brothers 2000,1998,Blues Brothers 2000,1998
1404,tt1208731,Toinen jalka haudasta,2009,Toinen jalka haudasta,2009
1405,tt2065968,Dragons: Gift of the Night Fury,2011,Gift of the Night Fury,2011
1406,tt0117768,The Stupids,1996,The Stupids,1996
1407,tt0875692,Aggar: Passion Betrayal Terror,2007,Aggar,2007
1408,tt0119284,La herida luminosa,1997,La herida luminosa,1997
1409,tt0102951,Soapdish,1991,Soapdish,1991
1410,tt0090151,"That was Then, This is Now",1985,That Was Then... This Is Now,1985
1411,tt0288730,Personals: College Girl Seeking...,2001,Personals: College Girls Seeking...,2001
1412,tt0421199,The Fallen Ones,2005,The Fallen Ones,2005
1413,tt0278504,Insomnia,2002,Insomnia,2002
1414,tt13578494,Dhanam,2008,Dhanam,2008
1415,tt0277434,We Were Soldiers,2002,We Were Soldiers,2002
1416,tt1543912,Surfing Soweto,2007,Surfing Soweto,2007
1417,tt0878835,Please Give,2010,Please Give,2010
1418,tt0099039,Angel Town,1990,Angel Town,1990
1419,tt1700844,The Deep Blue Sea,2011,The Deep Blue Sea,2011
1420,tt0188506,Le château des singes,1999,A Monkey's Tale,1999
1421,tt0095403,Police Story 2,1988,Police Story 2,1988
1422,tt0080515,A Change of Seasons,1980,A Change of Seasons,1980
1423,tt0272152,K-PAX,2001,K-PAX,2001
1424,tt2073154,Quest for Zhu,2011,Quest for Zhu,2011
1425,tt0351126,Jeevan Yudh,1997,Jeevan Yudh,1997
1426,tt0112905,The Drivetime,1995,The Drivetime,1995
1427,tt1265621,Quantum Apocalypse,2010,Quantum Apocalypse,2010
1428,tt0086273,Seeing Red,1983,Seeing Red,1983
1429,tt0434124,Kinky Boots,2005,Kinky Boots,2005
1430,tt0120865,This Is My Father,1998,This Is My Father,1998
1431,tt1603324,Le Fear,2010,Le Fear,2010
1432,tt0267130,Yodha,1991,Yodha,1992
1433,tt0187445,Ranuva Veeran,1981,Ranuva Veeran,1981
1434,tt0105150,The Playboys,1992,The Playboys,1992
1435,tt0493443,Finding Rin Tin Tin,2007,Finding Rin Tin Tin,2007
1436,tt0810760,Asian Stories (Book 3),2006,Asian Stories,2006
1437,tt0435770,The Visitation,2006,The Visitation,2006
1438,tt0187334,Naan Adimai Illai,1986,Nann Adimai Illai,1987
1439,tt0279266,Netri Kann,1981,Netri Kann,1981
1440,tt0053645,Bells Are Ringing,1960,Bells Are Ringing,1960
1441,tt0246945,Sphodanam,1981,Sphodanam,1981
1442,tt0091464,Malcolm,1986,Malcolm,1986
1443,tt1758570,Battle of Los Angeles,2011,Battle of Los Angeles,2011
1444,tt0072068,La Raulito,1975,La Raulito,1975
1445,tt0302640,The Hot Chick,2002,The Hot Chick,2002
1446,tt1073221,The Legend of God's Gun,2007,The Legend of God's Gun,2008
1447,tt0103130,Trust,1990,Trust,1990
1448,tt0112870,Dilwale Dulhania Le Jayenge,1995,Dilwale,1994
1449,tt14651286,Madleen Kane: Playing for Time,1981,Playing For Time,1980
1450,tt0247909,Aaj Ka Goonda Raaj,1992,Aaj Ka Goonda Raj,1992
1451,tt1018817,April Fool's Day,2008,April Fool,2010
1452,tt1854364,The Union,2011,The Union,2011
1453,tt0829176,Gallowwalkers,2012,Gallowwalker,2010
1454,tt0108211,Stalingrad,1993,Stalingrad,1990
1455,tt0284490,Showtime,2002,Showtime,2002
1456,tt0119454,Keeping the Promise,1997,Keeping the Promise,1997
1457,tt0063032,The Great Silence,1968,The Great Silence,1968
1458,tt0113729,Mad Love,1995,Mad Love,1995
1459,tt0083090,Skokie,1981,Skokie,1981
1460,tt0060741,The Navy vs. the Night Monsters,1966,The Navy vs. the Night Monsters,1966
1461,tt0063811,Will Penny - den ensomme,1967,Will Penny,1968
1462,tt0315273,Benji: Off the Leash!,2004,Benji: Off the Leash!,2004
1463,tt0066888,Caravan,1971,Caravan,1971
1464,tt0314121,La gran aventura de Mortadelo y Filemón,2003,Mortadelo & Filemon: The Big Adventure,2003
1465,tt0242831,Saat Rang Ke Sapne,1998,Saat rang ke sapne,1998
1466,tt0284303,Megalodon,2002,Megalodon,2002
1467,tt0913401,Kill Buljo: The Movie,2007,Kill Buljo,2007
1468,tt0289967,Gülen Gözler,1977,Gülen Gözler,1977
1469,tt0229003,New Port South,2001,New Port South,2001
1470,tt0770810,How She Move,2007,How She Move,2008
1471,tt0423370,This Revolution,2005,This Revolution,2004
1472,tt0388789,Born Into Brothels: Calcutta's Red Light Kids,2004,Born into Brothels: Calcutta's Red Light Kids,2004
1473,tt0102307,Light Sleeper,1992,Light Sleeper,1992
1474,tt1597178,Worried About the Boy,2010,Worried About the Boy,2010
1475,tt0167350,Progeny,1998,Progeny,1999
1476,tt0240890,Serendipity,2001,Serendipity,2001
1477,tt1356395,The Dog Who Saved Christmas,2009,The Dog Who Saved Christmas,2009
1478,tt1126618,Morning Glory,2010,Morning Glory,2010
1479,tt1382201,Corpus Callosum,2007,Corpus Callosum,2007
1480,tt0058898,Alphaville,1965,Alphaville,1965
1481,tt0119137,Flubber,1997,Flubber,1997
1482,tt0315733,21 gram,2003,21 Grams,2003
1483,tt0078238,Sextette,1977,Sextette,1978
1484,tt0314067,Filantropica,2002,Filantropica,2002
1485,tt0108053,Schramm,1993,Schramm,1993
1486,tt0094655,Andy Colby's Incredible Adventure,1989,Andy Colby's Incredible Adventure,1988
1487,tt0106689,Death Train,1993,Death Train,1993
1488,tt0192634,Strange Justice,1999,Strange Justice,1999
1489,tt2325803,Kunguma Pottu Gounder,2001,Kunguma Pottu Gounder,2001
1490,tt0075939,Diabolo menthe,1977,Peppermint Soda,1977
1491,tt0057669,Wanpaku ôji no Orochi taiji,1963,Wanpaku Ouji no Orochi Taiji,1963
1492,tt0360845,Notre musique,2004,Notre musique,2004
1493,tt0120765,My Giant,1998,My Giant,1998
1494,tt0806203,Carriers,2009,Carriers,2009
