;year_film;year_award;ceremony;category;win;movie_name;people;country;award;imdb_id;imdb_name;year
989;2001;2002;74;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;The Lord of the Rings: The Fellowship of the Ring;['Fran Walsh', 'Philippa Boyens', 'Peter Jackson'];;Oscar / Academy Awards;tt0120737;The Lord of the Rings: The Fellowship of the Ring;2001
990;2001;2002;74;WRITING (Screenplay Based on Material Previously Produced or Published);FALSE;Shrek;['Roger S.H. Schulman', 'Joe Stillman', 'Ted Elliott Terry Rossio'];;Oscar / Academy Awards;tt0126029;Shrek;2001
991;2001;2002;74;WRITING (Screenplay Written Directly for the Screen);FALSE;Amélie;['Guillaume Laurant', 'Jean-Pierre Jeunet'];;Oscar / Academy Awards;tt0211915;Le fabuleux destin d'Amélie Poulain;2001
992;2001;2002;74;WRITING (Screenplay Written Directly for the Screen);TRUE;Gosford Park;['Julian Fellowes'];;Oscar / Academy Awards;tt0280707;Gosford Park;2001
993;2001;2002;74;WRITING (Screenplay Written Directly for the Screen);FALSE;Memento;['Christopher Nolan', 'Jonathan Nolan'];;Oscar / Academy Awards;tt0209144;Memento;2001
994;2001;2002;74;WRITING (Screenplay Written Directly for the Screen);FALSE;Monster's Ball;['Milo Addica Will Rokos'];;Oscar / Academy Awards;tt0285742;Monster's Ball;2001
995;2001;2002;74;WRITING (Screenplay Written Directly for the Screen);FALSE;The Royal Tenenbaums;['Wes Anderson Owen Wilson'];;Oscar / Academy Awards;tt0265666;The Royal Tenenbaums;2001
996;2002;2003;75;WRITING (Adapted Screenplay);FALSE;About a Boy;['Peter Hedges', 'Chris Weitz Paul Weitz'];;Oscar / Academy Awards;tt0276751;About a Boy;2002
997;2002;2003;75;WRITING (Adapted Screenplay);FALSE;Adaptation;['Charlie Kaufman', 'Donald Kaufman'];;Oscar / Academy Awards;tt0268126;Adaptation.;2002
998;2002;2003;75;WRITING (Adapted Screenplay);FALSE;Chicago;['Bill Condon'];;Oscar / Academy Awards;tt2261391;Chicago Fire;2002
999;2002;2003;75;WRITING (Adapted Screenplay);FALSE;The Hours;['David Hare'];;Oscar / Academy Awards;tt0274558;The Hours;2002
1000;2002;2003;75;WRITING (Adapted Screenplay);TRUE;The Pianist;['Ronald Harwood'];;Oscar / Academy Awards;tt0253474;The Pianist;2002
1001;2002;2003;75;WRITING (Original Screenplay);FALSE;Far from Heaven;['Todd Haynes'];;Oscar / Academy Awards;tt0297884;Far from Heaven;2002
1002;2002;2003;75;WRITING (Original Screenplay);FALSE;Gangs of New York;['Steve Zaillian', 'Jay Cocks', 'Kenneth Lonergan'];;Oscar / Academy Awards;tt0217505;Gangs of New York;2002
1003;2002;2003;75;WRITING (Original Screenplay);FALSE;My Big Fat Greek Wedding;['Nia Vardalos'];;Oscar / Academy Awards;tt21103300;My Big Fat Greek Wedding 3;2002
1004;2002;2003;75;WRITING (Original Screenplay);TRUE;Talk to Her;['Pedro Almodóvar'];;Oscar / Academy Awards;tt0287467;Hable con ella;2002
1005;2002;2003;75;WRITING (Original Screenplay);FALSE;Y Tu Mamá También;['Alfonso Cuarón', 'Carlos Cuarón'];;Oscar / Academy Awards;tt0245574;Y tu mamá también;2002
1006;2003;2004;76;WRITING (Adapted Screenplay);FALSE;American Splendor;['Robert Pulcini Shari Springer Berman'];;Oscar / Academy Awards;tt0305206;American Splendor;2003
1007;2003;2004;76;WRITING (Adapted Screenplay);FALSE;City of God;['Braulio Mantovani'];;Oscar / Academy Awards;tt0317248;Cidade de Deus;2003
1008;2003;2004;76;WRITING (Adapted Screenplay);TRUE;The Lord of the Rings: The Return of the King;['Fran Walsh', 'Philippa Boyens Peter Jackson'];;Oscar / Academy Awards;tt0167260;The Lord of the Rings: The Return of the King;2003
1009;2003;2004;76;WRITING (Adapted Screenplay);FALSE;Mystic River;['Brian Helgeland'];;Oscar / Academy Awards;tt0327056;Mystic River;2003
1010;2003;2004;76;WRITING (Adapted Screenplay);FALSE;Seabiscuit;['Screen Gary Ross'];;Oscar / Academy Awards;tt0329575;Seabiscuit;2003
1011;2003;2004;76;WRITING (Original Screenplay);FALSE;The Barbarian Invasions;['Denys Arcand'];;Oscar / Academy Awards;tt0338135;Les invasions barbares;2003
1012;2003;2004;76;WRITING (Original Screenplay);FALSE;Dirty Pretty Things;['Steven Knight'];;Oscar / Academy Awards;tt0301199;Dirty Pretty Things;2003
1013;2003;2004;76;WRITING (Original Screenplay);FALSE;Finding Nemo;['David Reynolds', 'Original Andrew Stanton', 'Bob Peterson', 'Andrew Stanton'];;Oscar / Academy Awards;tt0266543;Finding Nemo;2003
1014;2003;2004;76;WRITING (Original Screenplay);FALSE;In America;['Jim Sheridan Naomi Sheridan Kirsten Sheridan'];;Oscar / Academy Awards;tt0318997;Angels in America;2003
1015;2003;2004;76;WRITING (Original Screenplay);TRUE;Lost in Translation;['Sofia Coppola'];;Oscar / Academy Awards;tt0335266;Lost in Translation;2003
1016;2004;2005;77;WRITING (Adapted Screenplay);FALSE;Before Sunset;['Richard Linklater Julie Delpy Ethan Hawke', 'Richard Linklater Kim Krizan'];;Oscar / Academy Awards;tt0381681;Before Sunset;2004
1017;2004;2005;77;WRITING (Adapted Screenplay);FALSE;Finding Neverland;['David Magee'];;Oscar / Academy Awards;tt0308644;Finding Neverland;2004
1018;2004;2005;77;WRITING (Adapted Screenplay);FALSE;Million Dollar Baby;['Paul Haggis'];;Oscar / Academy Awards;tt0405159;Million Dollar Baby;2004
1019;2004;2005;77;WRITING (Adapted Screenplay);FALSE;The Motorcycle Diaries;['José Rivera'];;Oscar / Academy Awards;tt0318462;Diarios de motocicleta;2004
1020;2004;2005;77;WRITING (Adapted Screenplay);TRUE;Sideways;['Alexander Payne Jim Taylor'];;Oscar / Academy Awards;tt0375063;Sideways;2004
1021;2004;2005;77;WRITING (Original Screenplay);FALSE;The Aviator;['John Logan'];;Oscar / Academy Awards;tt0338751;The Aviator;2004
1022;2004;2005;77;WRITING (Original Screenplay);TRUE;Eternal Sunshine of the Spotless Mind;['Charlie Kaufman', 'Charlie Kaufman Michel Gondry Pierre Bismuth'];;Oscar / Academy Awards;tt0338013;Eternal Sunshine of the Spotless Mind;2004
1023;2004;2005;77;WRITING (Original Screenplay);FALSE;Hotel Rwanda;['Keir Pearson Terry George'];;Oscar / Academy Awards;tt0395169;Hotel Rwanda;2004
1024;2004;2005;77;WRITING (Original Screenplay);FALSE;The Incredibles;['Brad Bird'];;Oscar / Academy Awards;tt0317705;The Incredibles;2004
1025;2004;2005;77;WRITING (Original Screenplay);FALSE;Vera Drake;['Mike Leigh'];;Oscar / Academy Awards;tt0383694;Vera Drake;2004
1026;2005;2006;78;WRITING (Adapted Screenplay);TRUE;Brokeback Mountain;['Larry McMurtry Diana Ossana'];;Oscar / Academy Awards;tt0388795;Brokeback Mountain;2005
1027;2005;2006;78;WRITING (Adapted Screenplay);FALSE;Capote;['Dan Futterman'];;Oscar / Academy Awards;tt0379725;Capote;2005
1028;2005;2006;78;WRITING (Adapted Screenplay);FALSE;The Constant Gardener;['Jeffrey Caine'];;Oscar / Academy Awards;tt0387131;The Constant Gardener;2005
1029;2005;2006;78;WRITING (Adapted Screenplay);FALSE;A History of Violence;['Josh Olson'];;Oscar / Academy Awards;tt0399146;A History of Violence;2005
1030;2005;2006;78;WRITING (Adapted Screenplay);FALSE;Munich;['Eric Roth', 'Tony Kushner'];;Oscar / Academy Awards;tt0408306;Munich;2005
1031;2005;2006;78;WRITING (Original Screenplay);TRUE;Crash;['Paul Haggis Bobby Moresco', 'Paul Haggis'];;Oscar / Academy Awards;tt0375679;Crash;2005
1032;2005;2006;78;WRITING (Original Screenplay);FALSE;Good Night, and Good Luck.;['George Clooney Grant Heslov'];;Oscar / Academy Awards;tt0433383;Good Night, and Good Luck.;2005
1033;2005;2006;78;WRITING (Original Screenplay);FALSE;Match Point;['Woody Allen'];;Oscar / Academy Awards;tt0416320;Match Point;2005
1034;2005;2006;78;WRITING (Original Screenplay);FALSE;The Squid and the Whale;['Noah Baumbach'];;Oscar / Academy Awards;tt0367089;The Squid and the Whale;2005
1035;2005;2006;78;WRITING (Original Screenplay);FALSE;Syriana;['Stephen Gaghan'];;Oscar / Academy Awards;tt0365737;Syriana;2005
1036;2006;2007;79;WRITING (Adapted Screenplay);FALSE;Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;['Sacha Baron Cohen Peter Baynham Anthony Hines Todd Phillips', 'Sacha Baron Cohen Anthony Hines Peter Baynham Dan Mazer'];;Oscar / Academy Awards;tt0443453;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;2006
1037;2006;2007;79;WRITING (Adapted Screenplay);FALSE;Children of Men;['David Arata', 'Mark Fergus Hawk Ostby', 'Alfonso Cuarón Timothy J. Sexton'];;Oscar / Academy Awards;tt0206634;Children of Men;2006
1038;2006;2007;79;WRITING (Adapted Screenplay);TRUE;The Departed;['William Monahan'];;Oscar / Academy Awards;tt0407887;The Departed;2006
1039;2006;2007;79;WRITING (Adapted Screenplay);FALSE;Little Children;['Todd Field Tom Perrotta'];;Oscar / Academy Awards;tt0404203;Little Children;2006
1040;2006;2007;79;WRITING (Adapted Screenplay);FALSE;Notes on a Scandal;['Patrick Marber'];;Oscar / Academy Awards;tt0465551;Notes on a Scandal;2006
1041;2006;2007;79;WRITING (Original Screenplay);FALSE;Babel;['Guillermo Arriaga'];;Oscar / Academy Awards;tt0449467;Babel;2006
1042;2006;2007;79;WRITING (Original Screenplay);FALSE;Letters from Iwo Jima;['Iris Yamashita', 'Iris Yamashita Paul Haggis'];;Oscar / Academy Awards;tt0498380;Letters from Iwo Jima;2006
1043;2006;2007;79;WRITING (Original Screenplay);TRUE;Little Miss Sunshine;['Michael Arndt'];;Oscar / Academy Awards;tt0449059;Little Miss Sunshine;2006
1044;2006;2007;79;WRITING (Original Screenplay);FALSE;Pan's Labyrinth;['Guillermo del Toro'];;Oscar / Academy Awards;tt0457430;El laberinto del fauno;2006
1045;2006;2007;79;WRITING (Original Screenplay);FALSE;The Queen;['Peter Morgan'];;Oscar / Academy Awards;nm3747326;Nicki Minaj;2006
1046;2007;2008;80;WRITING (Adapted Screenplay);FALSE;Atonement;['Christopher Hampton'];;Oscar / Academy Awards;tt0783233;Atonement;2007
1047;2007;2008;80;WRITING (Adapted Screenplay);FALSE;Away from Her;['Sarah Polley'];;Oscar / Academy Awards;tt0491747;Away from Her;2007
1048;2007;2008;80;WRITING (Adapted Screenplay);FALSE;The Diving Bell and the Butterfly;['Ronald Harwood'];;Oscar / Academy Awards;tt2996200;The Diving Bell and the Butterfly: A Cinematic Vision;2007
1049;2007;2008;80;WRITING (Adapted Screenplay);TRUE;No Country for Old Men;['Joel Coen Ethan Coen'];;Oscar / Academy Awards;tt0477348;No Country for Old Men;2007
1050;2007;2008;80;WRITING (Adapted Screenplay);FALSE;There Will Be Blood;['Screen Paul Thomas Anderson'];;Oscar / Academy Awards;tt0469494;There Will Be Blood;2007
1051;2007;2008;80;WRITING (Original Screenplay);TRUE;Juno;['Diablo Cody'];;Oscar / Academy Awards;nm1017334;Juno Temple;2007
1052;2007;2008;80;WRITING (Original Screenplay);FALSE;Lars and the Real Girl;['Nancy Oliver'];;Oscar / Academy Awards;tt0805564;Lars and the Real Girl;2007
1053;2007;2008;80;WRITING (Original Screenplay);FALSE;Michael Clayton;['Tony Gilroy'];;Oscar / Academy Awards;tt0465538;Michael Clayton;2007
1054;2007;2008;80;WRITING (Original Screenplay);FALSE;Ratatouille;['Jim Capobianco', 'Jan Pinkava', 'Brad Bird'];;Oscar / Academy Awards;tt0382932;Ratatouille;2007
1055;2007;2008;80;WRITING (Original Screenplay);FALSE;The Savages;['Tamara Jenkins'];;Oscar / Academy Awards;tt0775529;The Savages;2007
1056;2008;2009;81;WRITING (Adapted Screenplay);FALSE;The Curious Case of Benjamin Button;['Screen story Eric Roth', 'Eric Roth', 'Robin Swicord'];;Oscar / Academy Awards;tt0421715;The Curious Case of Benjamin Button;2008
1057;2008;2009;81;WRITING (Adapted Screenplay);FALSE;Doubt;['John Patrick Shanley'];;Oscar / Academy Awards;tt0918927;Doubt;2008
1058;2008;2009;81;WRITING (Adapted Screenplay);FALSE;Frost/Nixon;['Peter Morgan'];;Oscar / Academy Awards;tt0870111;Frost/Nixon;2008
1059;2008;2009;81;WRITING (Adapted Screenplay);FALSE;The Reader;['David Hare'];;Oscar / Academy Awards;tt0976051;The Reader;2008
1060;2008;2009;81;WRITING (Adapted Screenplay);TRUE;Slumdog Millionaire;['Simon Beaufoy'];;Oscar / Academy Awards;tt1010048;Slumdog Millionaire;2008
1061;2008;2009;81;WRITING (Original Screenplay);FALSE;Frozen River;['Courtney Hunt'];;Oscar / Academy Awards;tt0978759;Frozen River;2008
1062;2008;2009;81;WRITING (Original Screenplay);FALSE;Happy-Go-Lucky;['Mike Leigh'];;Oscar / Academy Awards;tt1045670;Happy-Go-Lucky;2008
1063;2008;2009;81;WRITING (Original Screenplay);FALSE;In Bruges;['Martin McDonagh'];;Oscar / Academy Awards;tt0780536;In Bruges;2008
1064;2008;2009;81;WRITING (Original Screenplay);TRUE;Milk;['Dustin Lance Black'];;Oscar / Academy Awards;tt1013753;Milk;2008
1065;2008;2009;81;WRITING (Original Screenplay);FALSE;WALL-E;['Pete Docter', 'Jim Reardon', 'Andrew Stanton', 'Original story Andrew Stanton'];;Oscar / Academy Awards;tt0993846;The Wolf of Wall Street;2008
1066;2009;2010;82;WRITING (Adapted Screenplay);FALSE;District 9;['Neill Blomkamp', 'Terri Tatchell'];;Oscar / Academy Awards;tt1136608;District 9;2009
1067;2009;2010;82;WRITING (Adapted Screenplay);FALSE;An Education;['Nick Hornby'];;Oscar / Academy Awards;tt1174732;An Education;2009
1068;2009;2010;82;WRITING (Adapted Screenplay);FALSE;In the Loop;['Simon Blackwell', 'Armando Iannucci', 'Tony Roche', 'Jesse Armstrong'];;Oscar / Academy Awards;tt1226774;In the Loop;2009
1069;2009;2010;82;WRITING (Adapted Screenplay);TRUE;Precious: Based on the Novel 'Push' by Sapphire;['Geoffrey Fletcher'];;Oscar / Academy Awards;tt10032120;"Precious: Based on What We Heard About the Novel ""Push"" by Sapphire";2009
1070;2009;2010;82;WRITING (Adapted Screenplay);FALSE;Up in the Air;['Sheldon Turner', 'Jason Reitman'];;Oscar / Academy Awards;tt1193138;Up in the Air;2009
1071;2009;2010;82;WRITING (Original Screenplay);TRUE;The Hurt Locker;['Mark Boal'];;Oscar / Academy Awards;tt0887912;The Hurt Locker;2009
1072;2009;2010;82;WRITING (Original Screenplay);FALSE;Inglourious Basterds;['Quentin Tarantino'];;Oscar / Academy Awards;tt0361748;Inglourious Basterds;2009
1073;2009;2010;82;WRITING (Original Screenplay);FALSE;The Messenger;['Alessandro Camon Oren Moverman'];;Oscar / Academy Awards;tt0790712;The Messenger;2009
1074;2009;2010;82;WRITING (Original Screenplay);FALSE;A Serious Man;['Joel Coen Ethan Coen'];;Oscar / Academy Awards;tt1019452;A Serious Man;2009
1075;2009;2010;82;WRITING (Original Screenplay);FALSE;Up;['Tom McCarthy', 'Bob Peterson', 'Pete Docter'];;Oscar / Academy Awards;tt1049413;Up;2009
1076;2010;2011;83;WRITING (Adapted Screenplay);FALSE;127 Hours;['Danny Boyle Simon Beaufoy'];;Oscar / Academy Awards;tt1542344;127 Hours;2010
1077;2010;2011;83;WRITING (Adapted Screenplay);TRUE;The Social Network;['Aaron Sorkin'];;Oscar / Academy Awards;tt1285016;The Social Network;2010
1078;2010;2011;83;WRITING (Adapted Screenplay);FALSE;Toy Story 3;['John Lasseter', 'Michael Arndt', 'Lee Unkrich', 'Andrew Stanton'];;Oscar / Academy Awards;tt0435761;Toy Story 3;2010
1079;2010;2011;83;WRITING (Adapted Screenplay);FALSE;True Grit;['Joel Coen Ethan Coen'];;Oscar / Academy Awards;tt1403865;True Grit;2010
1080;2010;2011;83;WRITING (Adapted Screenplay);FALSE;Winter's Bone;['Adapted Debra Granik Anne Rosellini'];;Oscar / Academy Awards;tt1399683;Winter's Bone;2010
1081;2010;2011;83;WRITING (Original Screenplay);FALSE;Another Year;['Mike Leigh'];;Oscar / Academy Awards;tt1431181;Another Year;2010
1082;2010;2011;83;WRITING (Original Screenplay);FALSE;The Fighter;['Paul Tamasy Eric Johnson', 'Scott Silver', 'Keith Dorrington Paul Tamasy Eric Johnson'];;Oscar / Academy Awards;tt0964517;The Fighter;2010
1083;2010;2011;83;WRITING (Original Screenplay);FALSE;Inception;['Christopher Nolan'];;Oscar / Academy Awards;tt1375666;Inception;2010
1084;2010;2011;83;WRITING (Original Screenplay);FALSE;The Kids Are All Right;['Lisa Cholodenko Stuart Blumberg'];;Oscar / Academy Awards;tt0842926;The Kids Are All Right;2010
1085;2010;2011;83;WRITING (Original Screenplay);TRUE;The King's Speech;['David Seidler'];;Oscar / Academy Awards;tt1504320;The King's Speech;2010
1086;2011;2012;84;WRITING (Adapted Screenplay);TRUE;The Descendants;['Nat Faxon Jim Rash', 'Alexander Payne'];;Oscar / Academy Awards;tt1033575;The Descendants;2011
1087;2011;2012;84;WRITING (Adapted Screenplay);FALSE;Hugo;['John Logan'];;Oscar / Academy Awards;tt0970179;Hugo;2011
1088;2011;2012;84;WRITING (Adapted Screenplay);FALSE;The Ides of March;['Beau Willimon', 'George Clooney Grant Heslov'];;Oscar / Academy Awards;tt1124035;The Ides of March;2011
1089;2011;2012;84;WRITING (Adapted Screenplay);FALSE;Moneyball;['Aaron Sorkin', 'Steven Zaillian', 'Stan Chervin'];;Oscar / Academy Awards;tt1210166;Moneyball;2011
1090;2011;2012;84;WRITING (Adapted Screenplay);FALSE;Tinker Tailor Soldier Spy;"[""Bridget O'Connor Peter Straughan""]";;Oscar / Academy Awards;tt1340800;Tinker Tailor Soldier Spy;2011
1091;2011;2012;84;WRITING (Original Screenplay);FALSE;The Artist;['Michel Hazanavicius'];;Oscar / Academy Awards;tt1655442;The Artist;2011
1092;2011;2012;84;WRITING (Original Screenplay);FALSE;Bridesmaids;['Annie Mumolo Kristen Wiig'];;Oscar / Academy Awards;tt1478338;Bridesmaids;2011
1093;2011;2012;84;WRITING (Original Screenplay);FALSE;Margin Call;['J.C. Chandor'];;Oscar / Academy Awards;tt1615147;Margin Call;2011
1094;2011;2012;84;WRITING (Original Screenplay);TRUE;Midnight in Paris;['Woody Allen'];;Oscar / Academy Awards;tt1605783;Midnight in Paris;2011
1095;2011;2012;84;WRITING (Original Screenplay);FALSE;A Separation;['Asghar Farhadi'];;Oscar / Academy Awards;tt1832382;Jodaeiye Nader az Simin;2011
1096;2012;2013;85;WRITING (Adapted Screenplay);TRUE;Argo;['Chris Terrio'];;Oscar / Academy Awards;tt1024648;Argo;2012
1097;2012;2013;85;WRITING (Adapted Screenplay);FALSE;Beasts of the Southern Wild;['Lucy Alibar Benh Zeitlin'];;Oscar / Academy Awards;tt2125435;Beasts of the Southern Wild;2012
1098;2012;2013;85;WRITING (Adapted Screenplay);FALSE;Life of Pi;['David Magee'];;Oscar / Academy Awards;tt0454876;Life of Pi;2012
