;year_film;year_award;ceremony;category;win;movie_name;people;country;award;imdb_id;imdb_name;year
429;2006;2007;64;Best Motion Picture - Foreign Language;FALSE;The Lives Of Others;['Florian Henckel von Donnersmarck'];['Germany'];Golden Globe;tt9130566;The Lives Of Others;2006
430;2007;2008;65;Best Motion Picture - Foreign Language;TRUE;The Diving Bell and the Butterfly;['Julian Schnabel'];['France', 'United States'];Golden Globe;tt2996200;The Diving Bell and the Butterfly: A Cinematic Vision;2007
431;2007;2008;65;Best Motion Picture - Foreign Language;FALSE;The Kite Runner;['Marc Forster'];['United States'];Golden Globe;tt0419887;The Kite Runner;2007
432;2007;2008;65;Best Motion Picture - Foreign Language;FALSE;Caution Lust;['Ang Lee'];['Taiwan'];Golden Globe;tt0808357;Se, jie;2007
433;2007;2008;65;Best Motion Picture - Foreign Language;FALSE;Persepolis;['Marjane Satrapi', 'Vincent Paronnaud'];['France'];Golden Globe;tt0808417;Persepolis;2007
434;2007;2008;65;Best Motion Picture - Foreign Language;FALSE;3 Weeks And 2 Days 4 Months;['Cristian Mungiu'];['Romania'];Golden Globe;tt9640508;Cristian Mungiu on 4 Months 3 Weeks and 2 Days;2007
435;2008;2009;66;Best Motion Picture - Foreign Language;TRUE;Waltz with Bashir;['Ari Folman'];['Israel'];Golden Globe;tt1185616;Waltz with Bashir;2008
436;2008;2009;66;Best Motion Picture - Foreign Language;FALSE;The Baader Meinhof Complex;['Uli Edel'];['Germany'];Golden Globe;tt0765432;Der Baader Meinhof Komplex;2008
437;2008;2009;66;Best Motion Picture - Foreign Language;FALSE;Everlasting Moments;['Jan Troell'];['Sweden', 'Denmark'];Golden Globe;tt0961066;Maria Larssons eviga ögonblick;2008
438;2008;2009;66;Best Motion Picture - Foreign Language;FALSE;Gomorrah;['Matteo Garrone'];['Italy'];Golden Globe;tt2049116;Gomorra: La serie;2008
439;2008;2009;66;Best Motion Picture - Foreign Language;FALSE;I've Loved You So Long;['Philippe Claudel'];['France'];Golden Globe;tt1348059;I've Loved You So Long;2008
440;2009;2010;67;Best Motion Picture - Foreign Language;TRUE;The White Ribbon (Das Weisse Band - Eine Deutsche Kindergeschichte);['Michael Haneke'];['Germany'];Golden Globe;tt1149362;Das weiße Band - Eine deutsche Kindergeschichte;2009
441;2009;2010;67;Best Motion Picture - Foreign Language;FALSE;Baarìa;['Giuseppe Tornatore'];['Italy'];Golden Globe;tt1081935;Baarìa;2009
442;2009;2010;67;Best Motion Picture - Foreign Language;FALSE;Broken Embraces;['Pedro Almodóvar'];['Spain'];Golden Globe;tt0913425;Los abrazos rotos;2009
443;2009;2010;67;Best Motion Picture - Foreign Language;FALSE;The Maid (La Nana);['Sebastián Silva'];['Chile'];Golden Globe;nm10620101;Joan of Arc;2009
444;2009;2010;67;Best Motion Picture - Foreign Language;FALSE;A Prophet (Un Prophete);['Jacques Audiard'];['France'];Golden Globe;tt1235166;Un prophète;2009
445;2010;2011;68;Best Motion Picture - Foreign Language;TRUE;In A Better World;['Susanne Bier'];['Denmark'];Golden Globe;tt29579786;In Search of a Better World;2010
446;2010;2011;68;Best Motion Picture - Foreign Language;FALSE;Biutiful;['González Iñárritu'];['Spain', 'Mexico'];Golden Globe;tt1164999;Biutiful;2010
447;2010;2011;68;Best Motion Picture - Foreign Language;FALSE;The Concert;['Radu Mihaileanu'];['France'];Golden Globe;tt1320082;Le concert;2010
448;2010;2011;68;Best Motion Picture - Foreign Language;FALSE;The Edge;['Aleksey Uchitel'];['Russia'];Golden Globe;tt0119051;The Edge;2010
449;2010;2011;68;Best Motion Picture - Foreign Language;FALSE;I Am Love;['Luca Guadagnino'];['Italy'];Golden Globe;tt1226236;Io sono l'amore;2010
450;2011;2012;69;Best Motion Picture - Foreign Language;TRUE;A Separation;['Asghar Farhadi'];['Iran'];Golden Globe;tt1832382;Jodaeiye Nader az Simin;2011
451;2011;2012;69;Best Motion Picture - Foreign Language;FALSE;The Flowers Of War;['Zhang Yimou'];['China'];Golden Globe;tt13666674;The War of Flowers;2011
452;2011;2012;69;Best Motion Picture - Foreign Language;FALSE;In The Land Of Blood And Honey;['Angelina Jolie'];['United States'];Golden Globe;tt1714209;In the Land of Blood and Honey;2011
453;2011;2012;69;Best Motion Picture - Foreign Language;FALSE;The Kid With A Bike;['Jean-Pierre Dardenne', 'Luc Dardenne'];['Belgium'];Golden Globe;tt1827512;Le gamin au vélo;2011
454;2011;2012;69;Best Motion Picture - Foreign Language;FALSE;The Skin I Live In;['Pedro Almodóvar'];['Spain'];Golden Globe;tt12887846;The skin I live in;2011
455;2012;2013;70;Best Motion Picture - Foreign Language;TRUE;Amour;['Michael Haneke'];['Austria'];Golden Globe;tt1602620;Amour;2012
456;2012;2013;70;Best Motion Picture - Foreign Language;FALSE;A Royal Affair;['Nikolaj Arcel'];['Denmark'];Golden Globe;tt1276419;En kongelig affære;2012
457;2012;2013;70;Best Motion Picture - Foreign Language;FALSE;The Intouchables;['Olivier Nakache', 'Éric Toledano'];['France'];Golden Globe;tt1675434;Intouchables;2012
458;2012;2013;70;Best Motion Picture - Foreign Language;FALSE;Kon Tiki;['Joachim Rønning', 'Espen Sandberg'];['Norway', 'United Kingdom', 'Denmark'];Golden Globe;tt1613750;Kon-Tiki;2012
459;2012;2013;70;Best Motion Picture - Foreign Language;FALSE;Rust and Bone;['Jacques Audiard'];['France'];Golden Globe;tt2053425;De rouille et d'os;2012
460;2013;2014;71;Best Motion Picture - Foreign Language;TRUE;The Great Beauty;['Paolo Sorrentino'];['Italy'];Golden Globe;tt2358891;La grande bellezza;2013
461;2013;2014;71;Best Motion Picture - Foreign Language;FALSE;Blue is the Warmest Color;['Abdellatif Kechiche'];['France'];Golden Globe;tt28869592;The Warmest Color is Blue;2013
462;2013;2014;71;Best Motion Picture - Foreign Language;FALSE;The Hunt;['Thomas Vinterberg'];['Denmark'];Golden Globe;tt2106476;Jagten;2013
463;2013;2014;71;Best Motion Picture - Foreign Language;FALSE;The Past;['Asghar Farhadi'];['Iran'];Golden Globe;tt13238346;Past Lives;2013
464;2013;2014;71;Best Motion Picture - Foreign Language;FALSE;The Wind Rises;['Hayao Miyazaki'];['Japan'];Golden Globe;tt2013293;Kaze tachinu;2013
465;2014;2015;72;Best Motion Picture - Foreign Language;TRUE;Leviathan;['Andrey Zvyagintsev'];['Russia'];Golden Globe;tt0097737;Leviathan;2014
466;2014;2015;72;Best Motion Picture - Foreign Language;FALSE;Gett: The Trial of Viviane Amsalem;['Ronit Elkabetz', 'Shlomi Elkabetz'];['Israel'];Golden Globe;tt3062880;Gett;2014
467;2014;2015;72;Best Motion Picture - Foreign Language;FALSE;Ida;['Pawel Pawlikowski'];['Poland', 'Denmark'];Golden Globe;nm7406457;Ida Ursin-Holm;2014
468;2014;2015;72;Best Motion Picture - Foreign Language;FALSE;Tangerines;['Zaza Urushadze'];['Estonia'];Golden Globe;tt2991224;Mandariinid;2014
469;2014;2015;72;Best Motion Picture - Foreign Language;FALSE;Force Majeure;['Ruben Östlund'];['Sweden'];Golden Globe;tt2121382;Turist;2014
470;1960;1961;18;Foreign Film - Foreign Language;TRUE;La vérité (The Truth);['Henri-Georges Clouzot'];['France'];Golden Globe;tt7821582;Truth Be Told;1960
471;1960;1961;18;Foreign Film - Foreign Language;TRUE;The Virgin Spring;['Ingmar Bergman'];['Sweden'];Golden Globe;tt0053976;Jungfrukällan;1960
472;1960;1961;18;Foreign Film - Foreign Language;FALSE;Ballad Of A Soldier;['Grigoriy Chukhray'];['United Soviet Socialist Republics'];Golden Globe;tt0832280;Ballad of a Soldier;1960
473;1960;1961;18;Foreign Film - Foreign Language;FALSE;Hiroshima Mon Amour;['Alain Resnais'];['France'];Golden Globe;tt0052893;Hiroshima mon amour;1960
474;1960;1961;18;Foreign Film - Foreign Language;FALSE;The World Of Apu;['Satyajit Ray'];['India'];Golden Globe;tt15227418;A Murder at the End of the World;1960
475;1961;1962;19;Foreign Film - Foreign Language;TRUE;Two Women;['Vittorio De Sica'];['Italy'];Golden Globe;tt0054749;La ciociara;1961
476;1961;1962;19;Foreign Film - Foreign Language;FALSE;The Good Soldier Schweik;['Axel von Ambesser'];['West Germany'];Golden Globe;tt1874756;The Good Soldier Schweik;1961
477;1961;1962;19;Foreign Film - Foreign Language;FALSE;Ánimas Trujano (The Important Man);['Ismael Rodríguez'];['Mexico'];Golden Globe;tt0055646;Ánimas Trujano (El hombre importante);1961
478;1962;1963;20;Foreign Film - Foreign Language;TRUE;Italian Style Divorce;['Pietro Germi'];['Italy'];Golden Globe;tt0055913;Divorzio all'italiana;1962
479;1963;1964;21;Foreign Film - Foreign Language;TRUE;Any Number Can Win;['Henri Verneuil'];['France', 'Italy'];Golden Globe;tt0057344;Mélodie en sous-sol;1963
480;1963;1964;21;Foreign Film - Foreign Language;FALSE;The Four Days Of Naples;['Nanni Loy'];['Italy'];Golden Globe;tt0073650;Salò o le 120 giornate di Sodoma;1963
481;1963;1964;21;Foreign Film - Foreign Language;FALSE;High And Low;['Akira Kurosawa'];['Japan'];Golden Globe;tt0057565;Tengoku to jigoku;1963
482;1963;1964;21;Foreign Film - Foreign Language;FALSE;Alone On The Pacific;['Kon Ichikawa'];['Japan'];Golden Globe;tt0057553;Taiheiyô hitoribotchi;1963
483;1963;1964;21;Foreign Film - Foreign Language;FALSE;To Bed Or Not To Bed;['Gian Luigi Polidoro'];['Italy'];Golden Globe;tt0326286;To Bed or Not to Bed;1963
484;1964;1965;22;Foreign Film - Foreign Language;TRUE;Marriage Italian Style;['Vittorio De Sica'];['Italy'];Golden Globe;tt0058335;Matrimonio all'italiana;1964
485;1965;1966;23;Foreign Film - Foreign Language;TRUE;Juliet of the Spirits;['Federico Fellini'];['Italy'];Golden Globe;tt0059229;Giulietta degli spiriti;1965
486;1965;1966;23;Foreign Film - Foreign Language;FALSE;La ronde (Circle Of Love);['Roger Vadim'];['France'];Golden Globe;tt0058533;La ronde;1965
487;1965;1966;23;Foreign Film - Foreign Language;FALSE;Tarahumara (Always Further On);['Luis Alcoriza'];['Mexico'];Golden Globe;tt0058637;Tarahumara (Cada vez más lejos);1965
488;1965;1966;23;Foreign Film - Foreign Language;FALSE;The Umbrellas Of Cherbourg;['Jacques Demy'];['France'];Golden Globe;tt0058450;Les parapluies de Cherbourg;1965
489;1965;1966;23;Foreign Film - Foreign Language;FALSE;Red Beard;['Akira Kurosawa'];['Japan'];Golden Globe;tt0058888;Akahige;1965
490;1966;1967;24;Foreign Film - Foreign Language;TRUE;A Man And A Woman;['Claude Lelouch'];['France'];Golden Globe;tt0079520;A Man, a Woman and a Bank;1966
491;1966;1967;24;Foreign Film - Foreign Language;FALSE;Impossible On Saturday;['Alex Joffé'];['France', 'Israel', 'Italy'];Golden Globe;tt0158070;Pas question le samedi;1966
492;1966;1967;24;Foreign Film - Foreign Language;FALSE;The Bees And The Italians) Signore & signori (The Birds;['Pietro Germi'];['Italy'];Golden Globe;tt0062271;Signore & signori;1966
493;1966;1967;24;Foreign Film - Foreign Language;FALSE;Loves of a Blonde;['Milos Forman'];['Czechoslovakia'];Golden Globe;tt0059415;Lásky jedné plavovlásky;1966
494;1966;1967;24;Foreign Film - Foreign Language;FALSE;Hamlet (1964);['Grigori Kozintsev'];['United Soviet Socialist Republics'];Golden Globe;tt0058126;Gamlet;1966
495;1967;1968;25;Foreign Film - Foreign Language;TRUE;Live For Life;['Claude Lelouch'];['France'];Golden Globe;tt0062452;Vivre pour vivre;1967
496;1967;1968;25;Foreign Film - Foreign Language;FALSE;The Climax;['Pietro Germi'];['Italy', 'France'];Golden Globe;tt8359848;Climax;1967
497;1967;1968;25;Foreign Film - Foreign Language;FALSE;Closely Watched Trains;['Jirí Menzel'];['Czechoslovakia'];Golden Globe;tt0060802;Ostre sledované vlaky;1967
498;1967;1968;25;Foreign Film - Foreign Language;FALSE;Elvira Madigan;['Bo Widerberg'];['Sweden'];Golden Globe;tt0061620;Elvira Madigan;1967
499;1967;1968;25;Foreign Film - Foreign Language;FALSE;The Stranger;['Luchino', 'Visconti'];['Italy', 'France'];Golden Globe;tt11897478;The Stranger;1967
500;1968;1969;26;Foreign Film - Foreign Language;TRUE;War and Peace (1966);['Sergei Bondarchuk'];['United Soviet Socialist Republics'];Golden Globe;tt3910804;War & Peace;1968
501;1968;1969;26;Foreign Film - Foreign Language;FALSE;I Even Met Happy Gypsies;['Aleksandar Petrovic'];['Yugoslavia'];Golden Globe;tt0062277;Skupljaci perja;1968
502;1968;1969;26;Foreign Film - Foreign Language;FALSE;Shame;['Ingmar Bergman'];['Sweden'];Golden Globe;tt1723811;Shame;1968
503;1968;1969;26;Foreign Film - Foreign Language;FALSE;Stolen Kisses;['François Truffaut'];['France'];Golden Globe;tt0062695;Baisers volés;1968
504;1968;1969;26;Foreign Film - Foreign Language;FALSE;The Bride Wore Black;['François Truffaut'];['France'];Golden Globe;tt0507622;The Bride Wore Black;1968
505;1969;1970;27;Foreign Film - Foreign Language;TRUE;Z;['Constantin Costa-Gavras'];['Algeria'];Golden Globe;nm3918035;Zendaya;1969
506;1969;1970;27;Foreign Film - Foreign Language;FALSE;Fellini Satyricon;['Federico Fellini'];['Italy'];Golden Globe;tt0064940;Fellini - Satyricon;1969
507;1969;1970;27;Foreign Film - Foreign Language;FALSE;Girls in the Sun;['Vasilis Georgiadis'];['Greece'];Golden Globe;tt5435008;Gilmore Girls: A Year in the Life;1969
508;1969;1970;27;Foreign Film - Foreign Language;FALSE;Adalen 31;['Bo Widerberg'];['Sweden'];Golden Globe;tt0065261;Ådalen 31;1969
509;1969;1970;27;Foreign Film - Foreign Language;FALSE;The Big Dig;['Ephraim Kishon'];['Israel'];Golden Globe;tt0065076;Te'alat Blaumilch;1969
510;1970;1971;28;Foreign Film - Foreign Language;TRUE;Rider on the Rain;['René Clément'];['France'];Golden Globe;tt0064791;Le passager de la pluie;1970
511;1970;1971;28;Foreign Film - Foreign Language;FALSE;Borsalino;['Jacques Deray'];['Italy'];Golden Globe;tt0065486;Borsalino;1970
512;1970;1971;28;Foreign Film - Foreign Language;FALSE;The Confession;['Constantin Costa-Gavras'];['France'];Golden Globe;tt23569850;The Confession;1970
513;1970;1971;28;Foreign Film - Foreign Language;FALSE;Investigation of a Citizen Above Suspicion;['Elio Petri'];['Italy'];Golden Globe;tt8867238;Investigation of a Citizen Above Suspicion;1970
514;1970;1971;28;Foreign Film - Foreign Language;FALSE;The Customer of the Off Season;['Moshé Mizrahi'];['Israel'];Golden Globe;nm0000424;Hugh Grant;1970
515;1971;1972;29;Foreign Film - Foreign Language;TRUE;The Policeman;['Ephraim Kishon'];['Israel'];Golden Globe;tt13139228;My Policeman;1971
516;1971;1972;29;Foreign Film - Foreign Language;FALSE;Claire's Knee;['Éric Rohmer'];['France'];Golden Globe;tt0065772;Le genou de Claire;1971
517;1971;1972;29;Foreign Film - Foreign Language;FALSE;The Conformist;['Bernardo Bertolucci'];['Italy'];Golden Globe;tt0065571;Il conformista;1971
518;1971;1972;29;Foreign Film - Foreign Language;FALSE;Tchaikovsky;['Igor Talankin'];['United Soviet Socialist Republics'];Golden Globe;tt0065127;Tchaikovsky;1971
519;1971;1972;29;Foreign Film - Foreign Language;FALSE;To Die of Love;['André Cayatte'];['France'];Golden Globe;tt7504656;To die of love;1971
520;1972;1973;30;Foreign Film - Foreign Language;TRUE;The Emigrants;['Jan Troell'];['Sweden'];Golden Globe;tt0067919;Utvandrarna;1972
521;1972;1973;30;Foreign Film - Foreign Language;TRUE;The New Land;['Jan Troell'];['Sweden'];Golden Globe;tt0069035;Nybyggarna;1972
522;1972;1973;30;Foreign Film - Foreign Language;FALSE;Cries and Whispers;['Ingmar Bergman'];['Sweden'];Golden Globe;tt0069467;Viskningar och rop;1972
523;1972;1973;30;Foreign Film - Foreign Language;FALSE;The Discreet Charm of the Bourgeoisie;['Luis Buñuel'];['France'];Golden Globe;tt0068361;Le charme discret de la bourgeoisie;1972
524;1972;1973;30;Foreign Film - Foreign Language;FALSE;Roma (1972);['Federico Fellini'];['Italy'];Golden Globe;tt0069191;Roma;1972
525;1972;1973;30;Foreign Film - Foreign Language;FALSE;Mirage;['Armando Robles Godoy'];['Peru'];Golden Globe;tt6908274;Durante la tormenta;1972
526;1960;1961;18;Foreign Film - English Language;TRUE;The Trials Of Oscar Wilde (The Man With The Green Carnation);['Ken Hughes'];['United Kingdom'];Golden Globe;tt0054403;The Trials Of Oscar Wilde;1960
527;1960;1961;18;Foreign Film - English Language;FALSE;The Angry Silence;;['United Kingdom'];Golden Globe;tt0053602;The Angry Silence;1960
528;1960;1961;18;Foreign Film - English Language;FALSE;Tunes of Glory;;['United Kingdom'];Golden Globe;tt0054412;Tunes of Glory;1960
529;1963;1964;21;Foreign Film - English Language;FALSE;The L-Shaped Room;;['United Kingdom'];Golden Globe;tt0057239;The L-Shaped Room;1963
530;1963;1964;21;Foreign Film - English Language;FALSE;This Sporting Life;;['United Kingdom'];Golden Globe;tt0057578;This Sporting Life;1963
531;1963;1964;21;Foreign Film - English Language;FALSE;Tom Jones;;['United Kingdom'];Golden Globe;tt15398980;Tom Jones;1963
532;1964;1965;22;Foreign Film - English Language;TRUE;Girl With Green Eyes;['Desmond Davis'];['United Kingdom'];Golden Globe;tt0058142;Girl with Green Eyes;1964
533;1965;1966;23;Foreign Film - English Language;TRUE;Darling;['John Schlesinger'];['United Kingdom'];Golden Globe;tt10731256;Don't Worry Darling;1965
534;1965;1966;23;Foreign Film - English Language;FALSE;The Knack ...And How To Get It;['Richard Lester'];['United Kingdom'];Golden Globe;tt0059362;The Knack ...and How to Get It;1965
535;1965;1966;23;Foreign Film - English Language;FALSE;The Leather Boys;['Sidney J. Furie'];['United Kingdom'];Golden Globe;tt0057244;The Leather Boys;1965
536;1965;1966;23;Foreign Film - English Language;FALSE;90 Degrees In The Shade;['Jirí Weiss'];['Czechoslovakia'];Golden Globe;tt0059512;90 Degrees in the Shade;1965
537;1965;1966;23;Foreign Film - English Language;FALSE;Othello;['Stuart Burge'];['United Kingdom'];Golden Globe;tt0114057;Othello;1965
538;1966;1967;24;Foreign Film - English Language;TRUE;Alfie (1966);['Lewis Gilbert'];['United Kingdom'];Golden Globe;tt0060086;Alfie;1966
539;1966;1967;24;Foreign Film - English Language;FALSE;Romeo And Juliet (1966);['Paul Czinner'];['United Kingdom'];Golden Globe;tt0063518;Romeo and Juliet;1966
540;1966;1967;24;Foreign Film - English Language;FALSE;The Spy With A Cold Nose;['Daniel Petrie'];['United Kingdom'];Golden Globe;tt0061022;The Spy with a Cold Nose;1966
541;1966;1967;24;Foreign Film - English Language;FALSE;Blow-Up;['Michelangelo Antonioni'];['United Kingdom'];Golden Globe;tt0060176;Blow-Up;1966
542;1966;1967;24;Foreign Film - English Language;FALSE;Georgy Girl;['Silvio Narizzano'];['United Kingdom'];Golden Globe;tt0060453;Georgy Girl;1966
543;1966;1967;24;Foreign Film - English Language;FALSE;Morgan!;['Karel Reisz'];['United Kingdom'];Golden Globe;nm1767528;Morgan Spector;1966
544;1967;1968;25;Foreign Film - English Language;TRUE;The Fox;['Mark Rydell'];['Canada'];Golden Globe;tt0082406;The Fox and the Hound;1967
545;1967;1968;25;Foreign Film - English Language;FALSE;Accident;['Joseph Losey'];['United Kingdom'];Golden Globe;tt6237612;Accident Man;1967
546;1967;1968;25;Foreign Film - English Language;FALSE;The Jokers;['Michael Winner'];['United Kingdom'];Golden Globe;tt2100976;Impractical Jokers;1967
547;1967;1968;25;Foreign Film - English Language;FALSE;Smashing Time;['Desmond Davis'];['United Kingdom'];Golden Globe;tt0062281;Smashing Time;1967
548;1967;1968;25;Foreign Film - English Language;FALSE;Ulysses;['Joseph Strick'];['United Kingdom'];Golden Globe;tt0047630;Ulisse;1967
549;1967;1968;25;Foreign Film - English Language;FALSE;The Whisperers;['Bryan Forbes'];['United Kingdom'];Golden Globe;tt0061180;The Whisperers;1967
550;1968;1969;26;Foreign Film - English Language;TRUE;Romeo and Juliet;['Franco Zeffirelli'];['Italy'];Golden Globe;tt0063518;Romeo and Juliet;1968
551;1968;1969;26;Foreign Film - English Language;FALSE;Benjamin;['Michel Deville'];['France'];Golden Globe;nm0000255;Ben Affleck;1968
552;1968;1969;26;Foreign Film - English Language;FALSE;Mrs. Campbell Buona Sera;['Melvin Frank'];['United Kingdom'];Golden Globe;tt0062767;Buona Sera, Mrs. Campbell;1968
553;1968;1969;26;Foreign Film - English Language;FALSE;Joanna;['Michael Sarne'];['United Kingdom'];Golden Globe;nm0593310;Elizabeth Mitchell;1968
554;1968;1969;26;Foreign Film - English Language;FALSE;Poor Cow;['Ken Loach'];['United Kingdom'];Golden Globe;tt0062141;Poor Cow;1968
555;1969;1970;27;Foreign Film - English Language;TRUE;Oh! What a Lovely War;['Richard Attenborough'];['United Kingdom'];Golden Globe;tt0064754;Oh! What a Lovely War;1969
556;1969;1970;27;Foreign Film - English Language;FALSE;The Assassination Bureau;['Basil Dearden'];['United Kingdom'];Golden Globe;tt0064045;The Assassination Bureau;1969
557;1969;1970;27;Foreign Film - English Language;FALSE;If....;['Lindsay Anderson'];['United Kingdom'];Golden Globe;tt11152168;If;1969
558;1969;1970;27;Foreign Film - English Language;FALSE;The Italian Job;['Peter Collinson'];['United Kingdom'];Golden Globe;tt0317740;The Italian Job;1969
559;1969;1970;27;Foreign Film - English Language;FALSE;Mayerling;['Terence Young'];['France'];Golden Globe;tt0064645;Mayerling;1969
560;1970;1971;28;Foreign Film - English Language;TRUE;Women In Love;['Ken Russell'];['United Kingdom'];Golden Globe;tt0066579;Women in Love;1970
561;1970;1971;28;Foreign Film - English Language;FALSE;Act of the Heart;['Paul Almond'];['Canada'];Golden Globe;tt0065370;Act of the Heart;1970
562;1970;1971;28;Foreign Film - English Language;FALSE;Bloomfield;['Richard Harris', 'Uri Zohar'];['United Kingdom'];Golden Globe;nm11379573;CJ. Bloomfield;1970
563;1970;1971;28;Foreign Film - English Language;FALSE;The Virgin and the Gypsy;['Christopher Miles'];['United Kingdom'];Golden Globe;tt0066528;The Virgin and the Gypsy;1970
564;1970;1971;28;Foreign Film - English Language;FALSE;The Walking Major;['Keith Larsen', 'Koji Senno', 'Nobuaki Shirai'];['Japan'];Golden Globe;tt0065427;Aru heishi no kake;1970
565;1971;1972;29;Foreign Film - English Language;TRUE;Sunday Bloody Sunday;['John Schlesinger'];['United Kingdom'];Golden Globe;tt0067805;Sunday Bloody Sunday;1971
566;1971;1972;29;Foreign Film - English Language;FALSE;The African Elephant;['Simon Trevor'];['United Kingdom'];Golden Globe;tt0141517;The African Elephant;1971
567;1971;1972;29;Foreign Film - English Language;FALSE;Friends (Foreign Language Film);['Lewis Gilbert'];['United Kingdom'];Golden Globe;tt29352382;A Foreign Language Film;1971
568;1971;1972;29;Foreign Film - English Language;FALSE;The Go-Between;['Joseph Losey'];['United Kingdom'];Golden Globe;tt0067144;The Go-Between;1971
569;1971;1972;29;Foreign Film - English Language;FALSE;Long Ago Tomorrow;['Bryan Forbes'];['United Kingdom'];Golden Globe;tt0067357;The Raging Moon;1971
570;1971;1972;29;Foreign Film - English Language;FALSE;The Red Tent;['Mikhail Kalatozov'];['Italy'];Golden Globe;tt3068894;The Red Tent;1971
571;1972;1973;30;Foreign Film - English Language;TRUE;Young Winston;['Richard Attenborough'];['United Kingdom'];Golden Globe;tt0069528;Young Winston;1972
572;1972;1973;30;Foreign Film - English Language;FALSE;The Ruling Class;['Peter Medak'];['United Kingdom'];Golden Globe;tt0069198;The Ruling Class;1972
573;1972;1973;30;Foreign Film - English Language;FALSE;Images;['Robert Altman'];['United Kingdom'];Golden Globe;tt0068732;Images;1972
574;1972;1973;30;Foreign Film - English Language;FALSE;Living Free;['Jack Couffer'];['United Kingdom'];Golden Globe;tt0068866;Living Free;1972
575;1972;1973;30;Foreign Film - English Language;FALSE;Y & Zee X;['Brian Hutton'];['United Kingdom'];Golden Globe;tt0069516;Zee and Co.;1972
576;1960;1961;33;WRITING (Screenplay--based on material from another medium);TRUE;Elmer Gantry;['Richard Brooks'];;Oscar / Academy Awards;tt0053793;Elmer Gantry;1960
577;1960;1961;33;WRITING (Screenplay--based on material from another medium);FALSE;Inherit the Wind;['Harold Jacob Smith', 'Nedrick Young'];;Oscar / Academy Awards;tt0053946;Inherit the Wind;1960
578;1960;1961;33;WRITING (Screenplay--based on material from another medium);FALSE;Sons and Lovers;['Gavin Lambert', 'T. E. B. Clarke'];;Oscar / Academy Awards;tt0054326;Sons and Lovers;1960
579;1960;1961;33;WRITING (Screenplay--based on material from another medium);FALSE;The Sundowners;['Isobel Lennart'];;Oscar / Academy Awards;tt0054353;The Sundowners;1960
580;1960;1961;33;WRITING (Screenplay--based on material from another medium);FALSE;Tunes of Glory;['James Kennaway'];;Oscar / Academy Awards;tt0054412;Tunes of Glory;1960
581;1960;1961;33;WRITING (Story and Screenplay--written directly for the screen);FALSE;The Angry Silence;['Richard Gregson', 'Bryan Forbes', 'Michael Craig'];;Oscar / Academy Awards;tt0053602;The Angry Silence;1960
582;1960;1961;33;WRITING (Story and Screenplay--written directly for the screen);TRUE;The Apartment;['I. A. L. Diamond', 'Billy Wilder'];;Oscar / Academy Awards;tt0053604;The Apartment;1960
583;1960;1961;33;WRITING (Story and Screenplay--written directly for the screen);FALSE;The Facts of Life;['Norman Panama', 'Melvin Frank'];;Oscar / Academy Awards;tt0078610;The Facts of Life;1960
584;1960;1961;33;WRITING (Story and Screenplay--written directly for the screen);FALSE;Hiroshima, Mon Amour;['Marguerite Duras'];;Oscar / Academy Awards;tt0052893;Hiroshima mon amour;1960
585;1960;1961;33;WRITING (Story and Screenplay--written directly for the screen);FALSE;Never on Sunday;['Jules Dassin'];;Oscar / Academy Awards;tt0054198;Pote tin Kyriaki;1960
586;1961;1962;34;WRITING (Screenplay--based on material from another medium);FALSE;Breakfast at Tiffany's;['George Axelrod'];;Oscar / Academy Awards;tt0054698;Breakfast at Tiffany's;1961
587;1961;1962;34;WRITING (Screenplay--based on material from another medium);FALSE;The Guns of Navarone;['Carl Foreman'];;Oscar / Academy Awards;tt0054953;The Guns of Navarone;1961
588;1961;1962;34;WRITING (Screenplay--based on material from another medium);FALSE;The Hustler;['Sidney Carroll', 'Robert Rossen'];;Oscar / Academy Awards;tt0054997;The Hustler;1961
589;1961;1962;34;WRITING (Screenplay--based on material from another medium);TRUE;Judgment at Nuremberg;['Abby Mann'];;Oscar / Academy Awards;tt0055031;Judgment at Nuremberg;1961
590;1961;1962;34;WRITING (Screenplay--based on material from another medium);FALSE;West Side Story;['Ernest Lehman'];;Oscar / Academy Awards;tt3581652;West Side Story;1961
591;1961;1962;34;WRITING (Story and Screenplay--written directly for the screen);FALSE;Ballad of a Soldier;['Valentin Yoshov', 'Grigori Chukhrai'];;Oscar / Academy Awards;tt0832280;Ballad of a Soldier;1961
592;1961;1962;34;WRITING (Story and Screenplay--written directly for the screen);FALSE;General Della Rovere;['Indro Montanelli', 'Sergio Amidei', 'Diego Fabbri'];;Oscar / Academy Awards;tt0053856;Il generale Della Rovere;1961
593;1961;1962;34;WRITING (Story and Screenplay--written directly for the screen);FALSE;La Dolce Vita;['Ennio Flaiano', 'Federico Fellini', 'Brunello Rondi', 'Tullio Pinelli'];;Oscar / Academy Awards;tt0053779;La dolce vita;1961
594;1961;1962;34;WRITING (Story and Screenplay--written directly for the screen);FALSE;Lover Come Back;['Stanley Shapiro', 'Paul Henning'];;Oscar / Academy Awards;tt0055100;Lover Come Back;1961
595;1961;1962;34;WRITING (Story and Screenplay--written directly for the screen);TRUE;Splendor in the Grass;['William Inge'];;Oscar / Academy Awards;tt0055471;Splendor in the Grass;1961
